secuencia,grupo,sub_grupo,presta,corr,titulo,anes1,anesben1,anes2,anesben2,anes3,anesben3,equipo,pab,NOMBRE_PRESTACIÓN,total1,bene1,total2,bene2,total3,bene3,valcir11,valcir12,valcir13,valcir21,valcir22,valcir23,valcir31,valcir32,valcir33,valcir41,valcir42,valcir43,CODIGO_PRESTACIÓN
2535,17,3,8,0,5,64700,32350,84110,51760,103520,71170,2,7,"ANEURISMAS PERIFERICOS, TRAT. QUIR.                         ",263350,131680,342360,210690,421360,289690,210680,273888,337088,52670,68472,84272,0,0,0,0,0,0,1703008
2536,17,3,9,0,5,168220,84110,218690,134580,269150,185040,3,14,ANEURISMA TORACO-ABDOMINAL TRAT. QUIR.                      ,668390,334200,868910,534720,1069420,735230,460958,599248,737531,115240,149812,184383,92192,119850,147506,0,0,0,1703009
2538,17,3,10,0,5,116520,58260,151480,93220,186430,128170,3,10,PUENTE AORTO-BIFEMORAL; PUENTES DE TRONCOS SUPRA-AORTICOS   ,452050,226030,587670,361650,723280,497260,311758,405290,498814,77940,101322,124703,62352,81058,99763,0,0,0,1703010
2539,17,3,11,0,5,90370,45190,117480,72300,144590,99410,3,10,PUENTE AORTO-UNIFEMORAL                                     ,345830,172920,449580,276670,553330,380420,238503,310055,381607,59626,77514,95402,47701,62011,76321,0,0,0,1703011
2540,17,3,12,0,5,95630,47820,124320,76510,153010,105200,3,12,"PUENTE AORTO-VISCERAL (RENAL, MESENTERICO O SIMILAR); C/U   ",404590,202300,525970,323680,647340,445050,279027,362738,446442,69757,90684,111610,55806,72548,89288,0,0,0,1703012
2541,17,3,13,0,5,99380,49690,129190,79500,159010,109320,3,12,PUENTE AORTO-ILIACO                                         ,385470,192740,501110,308380,616750,424020,265842,345593,425345,66460,86398,106336,53168,69119,85069,0,0,0,1703013
2542,17,3,14,0,5,95630,47820,124320,76510,153010,105200,3,10,"ENDARTERECTOMIA CAROTIDEA, SUBCLAVIA, VERTEBRAL, FEMORAL, O ",365970,182990,475760,292780,585550,402570,252393,328110,403827,63098,82028,100957,50479,65622,80766,0,0,0,1703014
2544,17,3,15,0,5,53180,26590,69130,42540,85090,58500,3,10,"ENDARTERECTOMIA FEMORAL COMUN, SUPERFICIAL O PROFUNDA,      ",223760,111880,290890,179010,358020,246140,154318,200614,246910,38579,50153,61728,30863,40123,49382,0,0,0,1703015
2546,17,3,16,0,5,64530,32270,83890,51630,103250,70990,3,11,"ENDARTERECTOMIA RENAL, C/S INJERTO (PROC. AUT.)             ",262670,131340,341470,210140,420270,288940,181152,235497,289842,45288,58874,72460,36230,47099,57968,0,0,0,1703016
2547,17,3,17,0,5,90370,45190,117480,72300,144590,99410,3,10,PUENTE FEMORO-TIBIAL O DISTALES                             ,345830,172920,449580,276670,553330,380420,238503,310055,381607,59626,77514,95402,47701,62011,76321,0,0,0,1703017
2548,17,3,18,0,5,90370,45190,117480,72300,144590,99410,3,10,PUENTE FEMORO-POPLITEO                                      ,345830,172920,449580,276670,553330,380420,238503,310055,381607,59626,77514,95402,47701,62011,76321,0,0,0,1703018
2549,17,3,19,0,5,53260,26630,69240,42610,85220,58590,2,8,"LIGADURA TRONCOS ARTERIALES, (PROC. AUT.)                   ",135420,67710,176050,108340,216670,148960,108336,140840,173336,27084,35210,43334,0,0,0,0,0,0,1703019
2550,17,3,20,0,5,88030,44020,114440,70430,140850,96840,3,10,"OTRAS DERIVACIONES: FEMORO FEMORAL, AXILO-HUMERAL, AXILO-   ",279990,140000,363990,224000,447980,307990,193097,251027,308952,48274,62757,77238,38619,50206,61790,0,0,0,1703020
2553,17,3,21,0,5,109380,54690,142190,87500,175010,120320,3,12,ANASTOMOSIS PORTOCAVA U OTRAS PORTOSISTEMICAS               ,460150,230080,598200,368130,736240,506170,317345,412552,507752,79336,103138,126938,63469,82510,101550,0,0,0,1703021
2554,17,3,22,0,5,90370,45190,117480,72300,144590,99410,3,12,ANASTOMOSIS VENOSAS INTRAABDOMINALES                        ,345830,172920,449580,276670,553330,380420,238503,310055,381607,59626,77514,95402,47701,62011,76321,0,0,0,1703022
2555,17,3,23,0,5,0,0,0,0,0,0,1,0,DENUDACION VENOSA (PROC. AUT.)                              ,54110,27060,70340,43290,86580,59530,54110,70340,86580,0,0,0,0,0,0,0,0,0,1703023
2556,17,3,24,0,5,66210,33110,86070,52970,105940,72840,2,9,DERIVACIONES VENOSAS DE EXTREMIDADES PUENTES VENOSOS        ,246950,123480,321040,197570,395120,271650,197560,256832,316096,49390,64208,79024,0,0,0,0,0,0,1703024
2557,17,3,25,0,5,68300,34150,88790,54640,109280,75130,3,8,IMPLANTE FILTROS VENOSOS                                    ,277970,138990,361360,222380,444750,305770,191703,249214,306724,47926,62303,76681,38341,49843,61345,0,0,0,1703025
2558,17,3,26,0,5,30990,15500,40290,24800,49580,34090,2,5,"LIGADURA CAYADO SAFENA INTERNA, UNILATERAL                  ",131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,1703026
2559,17,3,27,0,5,51660,25830,67160,41330,82660,56830,2,5,"LIGADURA OTROS TRONCOS VENOSOS (POPLITEO, FEMORAL, ILIACAS, ",131350,65680,170760,105090,210160,144490,105080,136608,168128,26270,34152,42032,0,0,0,0,0,0,1703027
2563,17,3,28,0,5,53820,26910,69970,43060,86110,59200,3,8,LIGADURA VENA CAVA INFERIOR                                 ,253160,126580,329110,202530,405060,278480,174593,226973,279352,43648,56743,69838,34919,45394,55870,0,0,0,1703028
2564,17,3,29,0,5,37580,18790,48850,30060,60130,41340,2,6,RESECCION CUTANEO-APONEUROTICA UNILATERAL (INCLUYE          ,153050,76530,198970,122450,244880,168360,122440,159176,195904,30610,39794,48976,0,0,0,0,0,0,1703029
2566,17,3,30,0,5,30990,15500,40290,24800,49580,34090,2,6,"SAFENECTOMIA INTERNA Y/O EXTERNA, UNILATERAL, O             ",131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,1703030
2569,17,3,31,0,5,40860,20430,53120,32690,65380,44950,2,6,TROMBECTOMIA DE VENAS PROFUNDAS                             ,138700,69350,180310,110960,221920,152570,110960,144248,177536,27740,36062,44384,0,0,0,0,0,0,1703031
2572,17,3,32,0,5,52990,26500,68890,42400,84780,58290,2,7,ANASTOMOSIS LINFOVENOSAS                                    ,200630,100320,260820,160510,321010,220700,160504,208656,256808,40126,52164,64202,0,0,0,0,0,0,1703032
2573,17,3,33,0,5,66210,33110,86070,52970,105940,72840,2,7,"LINFEDEMA, TRAT. QUIR. UNA EXTREMIDAD                       ",276930,138470,360010,221550,443090,304630,221544,288008,354472,55386,72002,88618,0,0,0,0,0,0,1703033
2575,17,3,34,0,5,0,0,0,0,0,0,1,3,DRENAJE QUIRURGICO ADENITIS                                 ,52440,26220,68170,41950,83900,57680,52440,68170,83900,0,0,0,0,0,0,0,0,0,1703034
2576,17,3,35,0,5,0,0,0,0,0,0,1,3,BIOPSIA QUIR. GANGLIONAR (CUALQUIER REGION PERIFERICA       ,109400,54700,142220,87520,175040,120340,109400,142220,175040,0,0,0,0,0,0,0,0,0,1703035
2579,17,3,36,0,5,77500,38750,100750,62000,124000,85250,3,9,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL: AXILO-         ,300550,150280,390720,240450,480880,330610,207276,269462,331642,51819,67366,82910,41455,53892,66328,0,0,0,1703036
2581,17,3,37,0,5,61040,30520,79350,48830,97660,67140,3,9,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL: CERVICO-       ,248440,124220,322970,198750,397500,273280,171338,222738,274138,42834,55684,68534,34268,44548,54828,0,0,0,1703037
2583,17,3,38,0,5,73960,36980,96150,59170,118340,81360,3,9,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL: ILEOINGUINAL   ,307810,153910,400150,246250,492500,338600,212282,275966,339655,53071,68991,84914,42457,55193,67931,0,0,0,1703038
2584,17,3,39,0,5,68300,34150,88790,54640,109280,75130,3,9,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL:                ,254770,127390,331200,203820,407630,280250,175703,228414,281124,43926,57103,70281,35141,45683,56225,0,0,0,1703039
2586,17,3,40,0,5,98650,49330,128250,78930,157840,108520,3,10,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL: LUMBO-AORTICOS ,373260,186630,485240,298610,597220,410590,257421,334648,411876,64355,83662,102969,51484,66930,82375,0,0,0,1703040
2587,17,3,41,0,5,93010,46510,120910,74410,148820,102320,3,10,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL: MEDIASTINICOS  ,355890,177950,462660,284720,569420,391480,245442,319076,392703,61360,79769,98176,49088,63815,78541,0,0,0,1703041
2588,17,3,42,0,5,40190,20100,52250,32160,64300,44210,3,6,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL: POPLITEOS      ,194060,97030,252280,155250,310500,213470,133834,173986,214138,33459,43497,53534,26767,34797,42828,0,0,0,1703042
2589,17,3,43,0,5,66420,33210,86350,53140,106270,73060,3,8,VACIAMIENTO (DISECCION) RADICAL CUELLO (V.R.C.) CLASICO     ,270320,135160,351420,216260,432510,297350,186427,242358,298282,46607,60590,74571,37286,48472,59657,0,0,0,1703043
2591,17,3,44,0,5,31890,15950,41460,25520,51020,35080,2,5,DISECCION Y EXTIRPACION GANGLIONAR REGIONAL: YUGULAR SIMPLE ,135310,67660,175900,108250,216500,148850,108248,140720,173200,27062,35180,43300,0,0,0,0,0,0,1703044
2593,17,3,45,0,5,70060,35030,91080,56050,112100,77070,3,9,SIMPATECTOMIA CERVICO-TORACICA                              ,285150,142580,370700,228130,456240,313670,196655,255655,314648,49164,63914,78662,39331,51131,62930,0,0,0,1703045
2594,17,3,46,0,5,68300,34150,88790,54640,109280,75130,3,9,SIMPATECTOMIA LUMBAR                                        ,216200,108100,281060,172960,345920,237820,149103,193834,238566,37276,48459,59641,29821,38767,47713,0,0,0,1703046
2602,17,3,47,0,5,103370,51690,134380,82700,165390,113710,3,12,ANASTOMOSIS VASCULARES SISTEMICOPULMONARES (BLALOCK-POTT-   ,434820,217410,565270,347860,695710,478300,299876,389842,479800,74969,97460,119950,59975,77968,95960,0,0,0,1703047
2604,17,3,48,0,5,42030,21020,54640,33630,67250,46240,2,5,"CAMBIO DE GENERADOR DE MARCAPASO, SIN CAMBIO DE ELECTRODO   ",142620,71310,185410,114100,228190,156880,114096,148328,182552,28524,37082,45638,0,0,0,0,0,0,1703048
2605,17,3,49,0,5,129150,64580,167900,103330,206640,142070,3,12,COARTACION AORTICA INFANTIL (PREDUCTAL) TRAT. QUIR.         ,408570,204290,531140,326860,653710,449430,281773,366303,450834,70443,91576,112709,56354,73261,90167,0,0,0,1703049
2606,17,3,50,0,5,103370,51690,134380,82700,165390,113710,3,12,"COARTACION AORTICA, TRAT. QUIR.                             ",434820,217410,565270,347860,695710,478300,299876,389842,479800,74969,97460,119950,59975,77968,95960,0,0,0,1703050
2607,17,3,51,0,5,109380,54690,142190,87500,175010,120320,3,10,"CONDUCTO ARTERIOSO PERSISTENTE, TRAT. QUIR.                 ",413720,206860,537840,330980,661950,455090,285324,370924,456518,71331,92731,114129,57065,74185,91303,0,0,0,1703051
2608,17,3,52,0,5,103370,51690,134380,82700,165390,113710,3,11,"FISTULA CORONARIA, TRAT. QUIR.                              ",390960,195480,508250,312770,625540,430060,269627,350518,431407,67407,87629,107852,53926,70103,86281,0,0,0,1703052
2609,17,3,53,0,5,42030,21020,54640,33630,67250,46240,2,8,IMPLANTACION DE MARCAPASO C/ELECTROD. INTRAVEN. O EPICARDICO,159190,79600,206950,127360,254700,175110,127352,165560,203760,31838,41390,50940,0,0,0,0,0,0,1703053
2610,17,3,54,0,5,82020,41010,106630,65620,131230,90220,3,11,OPERACION SOBRE ANILLOS VALVULARES O VASCULARES             ,318060,159030,413480,254450,508900,349870,219352,285158,350966,54838,71290,87741,43870,57032,70193,0,0,0,1703054
2611,17,3,55,0,5,77500,38750,100750,62000,124000,85250,3,10,"OPERACIONES SOBRE ARTERIA PULMONAR, CONSTRICCION POR CINTA  ",300550,150280,390720,240450,480880,330610,207276,269462,331642,51819,67366,82910,41455,53892,66328,0,0,0,1703055
2612,17,3,56,0,5,106030,53020,137840,84830,169650,116640,3,10,PERICARDIECTOMIA Y/O EXTIRP. DE QUISTES Y/O TUMORES         ,453510,226760,589560,362810,725620,498870,312766,406593,500427,78191,101648,125107,62553,81319,100086,0,0,0,1703056
2613,17,3,57,0,5,103370,51690,134380,82700,165390,113710,3,10,PERICARDIORRAFIA O MIOPERICARDIORRAFIA EN HERIDAS           ,390960,195480,508250,312770,625540,430060,269627,350518,431407,67407,87629,107852,53926,70103,86281,0,0,0,1703057
2615,17,3,58,0,5,56070,28040,72890,44860,89710,61680,2,10,PERICARDIOTOMIA                                             ,236040,118020,306850,188830,377660,259640,188832,245480,302128,47208,61370,75532,0,0,0,0,0,0,1703058
2618,17,3,61,0,5,196300,98150,255190,157040,314080,215930,4,14,- (Y) DE COMPLEJIDAD MAYOR: INCLUYE REEMPLAZO VALVULAR      ,856400,428200,1113320,685120,1370240,942040,519030,674739,830448,129758,168685,207612,103806,134948,166090,103806,134948,166090,1703061
2626,17,3,62,0,5,154220,77110,200490,123380,246750,169640,4,14,- (Y) DE COMPLEJIDAD MEDIANA: INCLUYE COMUNICACION          ,617630,308820,802920,494110,988210,679400,374322,486617,598915,93580,121655,149729,74864,97324,119783,74864,97324,119783,1703062
2630,17,3,63,0,5,126160,63080,164010,100930,201860,138780,4,14,- (Y) DE COMPLEJIDAD MENOR: INCLUYE COMUNICACION            ,491220,245610,638590,392980,785950,540340,297709,387024,476333,74427,96756,119083,59542,77405,95267,59542,77405,95267,1703063
2637,17,4,1,0,5,68130,34070,88570,54510,109010,74950,3,10,CIRUGIA DEL OPERCULO TORACICO (RESECCION DE PRIMERA         ,201060,100530,261380,160850,321700,221170,138662,180262,221862,34666,45066,55466,27732,36052,44372,0,0,0,1704001
2639,17,4,2,0,5,84150,42080,109400,67330,134640,92570,2,10,CIRUGIA TORAX ABIERTO TRAUMATICO Y/O FIJACION TORAX         ,340500,170250,442650,272400,544800,374550,272400,354120,435840,68100,88530,108960,0,0,0,0,0,0,1704002
2642,17,4,3,0,5,64530,32270,83890,51630,103250,70990,2,9,FENESTRACION O TORACOPLASTIA                                ,204300,102150,265590,163440,326880,224730,163440,212472,261504,40860,53118,65376,0,0,0,0,0,0,1704003
2643,17,4,4,0,5,43640,21820,56730,34910,69820,48000,3,9,"REPARACION PECTUM EXCAVATUM O CARINATUM, (PROC. AUT.)       ",210680,105340,273880,168540,337090,231750,145297,188882,232476,36324,47221,58119,29059,37777,46495,0,0,0,1704004
2644,17,4,5,0,5,42030,21020,54640,33630,67250,46240,2,8,RESECCION DE COSTILLAS Y/O PARED COSTAL Y/O CARTILAGO Y/O   ,155340,77670,201940,124270,248540,170870,124272,161552,198832,31068,40388,49708,0,0,0,0,0,0,1704005
2646,17,4,6,0,5,45940,22970,59720,36750,73500,50530,2,8,RESECCION DE PARED COSTAL C/PLASTIA (TORACOPLASTIA          ,194060,97030,252280,155250,310500,213470,155248,201824,248400,38812,50456,62100,0,0,0,0,0,0,1704006
2648,17,4,7,0,5,64530,32270,83890,51630,103250,70990,3,10,TORACOFRENOLAPARATOMIA EXPLORADORA C/S REPARACION VISCERAS  ,269960,134980,350950,215970,431940,296960,186179,242034,297890,46545,60509,74472,37236,48407,59578,0,0,0,1704007
2650,17,4,8,0,5,51660,25830,67160,41330,82660,56830,3,10,TORACOFRENOTOMIA EXPLORADORA                                ,217430,108720,282660,173950,347890,239180,149952,194938,239924,37488,48734,59981,29990,38988,47985,0,0,0,1704008
2651,17,4,9,0,5,54670,27340,71070,43740,87470,60140,2,9,"TORACOTOMIA EXPLORADORA, C/S BIOPSIA, C/S DEBRIDACION, C/S  ",183770,91890,238900,147020,294030,202150,147016,191120,235224,36754,47780,58806,0,0,0,0,0,0,1704009
2653,17,4,10,0,5,0,0,0,0,0,0,2,6,"TORACOTOMIA MINIMA C/S RESECCION COSTAL, C/S BIOPSIA, C/S   ",134750,67380,175180,107810,215600,148230,107800,140144,172480,26950,35036,43120,0,0,0,0,0,0,1704010
2656,17,4,11,0,5,40960,20480,53250,32770,65540,45060,2,8,MEDIASTINOTOMIA EXPLORADORA ANT. O POST. C/S BIOPSIA PROC.  ,143610,71810,186690,114890,229780,157980,114888,149352,183824,28722,37338,45956,0,0,0,0,0,0,1704011
2659,17,4,12,0,5,30990,15500,40290,24800,49580,34090,2,7,"DRENAJE QUIR. DE MEDIASTINO, VIA CERVICAL                   ",131470,65740,170910,105180,210350,144620,105176,136728,168280,26294,34182,42070,0,0,0,0,0,0,1704012
2660,17,4,13,0,5,47110,23560,61240,37690,75380,51830,2,8,"DRENAJE QUIR. DE MEDIASTINO, VIA TORACICA                   ",197630,98820,256920,158110,316210,217400,158104,205536,252968,39526,51384,63242,0,0,0,0,0,0,1704013
2662,17,4,14,0,5,40190,20100,52250,32160,64300,44210,3,7,TIMECTOMIA VIA CERVICAL                                     ,194060,97030,252280,155250,310500,213470,133834,173986,214138,33459,43497,53534,26767,34797,42828,0,0,0,1704014
2663,17,4,15,0,5,52990,26500,68890,42400,84780,58290,3,8,TIMECTOMIA  VIA TORACICA MEDIOESTERNAL                      ,237980,118990,309370,190380,380770,261780,164124,213358,262600,41031,53340,65650,32825,42672,52520,0,0,0,1704015
2664,17,4,16,0,5,53260,26630,69240,42610,85220,58590,2,9,"CONDUCTO TORACICO, LIGADURA QUIRURGICA                      ",224150,112080,291400,179330,358640,246570,179320,233120,286912,44830,58280,71728,0,0,0,0,0,0,1704016
2665,17,4,17,0,5,82020,41010,106630,65620,131230,90220,3,10,TUMORES O QUISTES DE MEDIASTINO (ANTERIOR O POSTERIOR)      ,387530,193770,503790,310030,620050,426290,267262,347442,427621,66816,86860,106905,53452,69488,85524,0,0,0,1704017
2668,17,4,18,0,5,66420,33210,86350,53140,106270,73060,3,10,CIRUGIA DEL DIAFRAGMA CON CIRUGIA DE VISCERAS ABDOMINALES O ,285350,142680,370960,228290,456560,313890,196793,255834,314869,49198,63959,78717,39359,51167,62974,0,0,0,1704018
2670,17,4,64,0,5,68300,34150,88790,54640,109280,75130,2,10,FRENOPARALISIS TRAT. QUIR.                                  ,290870,145440,378130,232700,465390,319960,232696,302504,372312,58174,75626,93078,0,0,0,0,0,0,1704064
2671,17,4,19,0,5,51660,25830,67160,41330,82660,56830,3,9,"HERIDAS TRAUMATICAS DEL DIAFRAGMA, TRAT. QUIR.              ",188230,94120,244700,150590,301170,207060,129814,168758,207703,32453,42190,51926,25963,33752,41541,0,0,0,1704019
2672,17,4,20,0,5,54670,27340,71070,43740,87470,60140,3,10,HERNIOPLASTIA DIAFRAGMATICA POR VIA TORACICA C/ PROTESIS    ,230100,115050,299130,184080,368160,253110,158690,206297,253903,39672,51574,63476,31738,41259,50781,0,0,0,1704020
2674,17,4,21,0,5,51660,25830,67160,41330,82660,56830,3,9,"HERNIOPLASTIA DIAFRAGMATICA POR VIA TORACICA, SIN PROTESIS  ",202840,101420,263690,162270,324540,223120,139890,181855,223821,34972,45464,55955,27978,36371,44764,0,0,0,1704021
2675,17,4,22,0,5,51660,25830,67160,41330,82660,56830,3,10,"TUMORES, MALFORMACIONES O QUISTES DEL DIAFRAGMA (NO INCLUYE ",217430,108720,282660,173950,347890,239180,149952,194938,239924,37488,48734,59981,29990,38988,47985,0,0,0,1704022
2678,17,4,23,0,5,54670,27340,71070,43740,87470,60140,2,9,"CUERPO EXTRAÑO PLEURAL, EXTRAC. QUIR.                       ",183770,91890,238900,147020,294030,202150,147016,191120,235224,36754,47780,58806,0,0,0,0,0,0,1704023
2679,17,4,24,0,5,56070,28040,72890,44860,89710,61680,3,11,DECORTICACION PLEUROPULMONAR (PLEURECTOMIA PARCIAL O TOTAL) ,196410,98210,255330,157130,314260,216060,135455,176090,216731,33864,44022,54183,27091,35218,43346,0,0,0,1704024
2680,17,4,25,0,5,0,0,0,0,0,0,1,6,PLEURODESIS POR PLEUROTOMIA                                 ,77210,38610,100370,61770,123540,84940,77210,100370,123540,0,0,0,0,0,0,0,0,0,1704025
2681,17,4,26,0,5,54670,27340,71070,43740,87470,60140,2,10,PLEURODESIS POR TORACOTOMIA                                 ,183770,91890,238900,147020,294030,202150,147016,191120,235224,36754,47780,58806,0,0,0,0,0,0,1704026
2682,17,4,27,0,5,0,0,0,0,0,0,1,4,PLEUROTOMIA UNICA O DOBLE                                   ,55490,27750,72140,44400,88780,61040,55490,72140,88780,0,0,0,0,0,0,0,0,0,1704027
2683,17,4,28,0,5,54670,27340,71070,43740,87470,60140,3,10,TRATAMIENTO RESECTIVO DE TUMORES PLEURALES                  ,191460,95730,248900,153170,306340,210610,132042,171655,211269,33010,42914,52817,26408,34331,42254,0,0,0,1704028
2686,17,4,29,0,5,51660,25830,67160,41330,82660,56830,2,10,BRONCOTOMIA O TRAQUEOBRONCOTOMIA EXPLORADORA O TERAPEUTICA  ,217430,108720,282660,173950,347890,239180,173944,226128,278312,43486,56532,69578,0,0,0,0,0,0,1704029
2688,17,4,30,0,5,77500,38750,100750,62000,124000,85250,3,11,CIRUGIA RUPTURA TRAQUEOBRONQUIAL O TRATAMIENTO QUIRURGICO   ,417240,208620,542410,333790,667580,458960,287752,374076,460400,71938,93519,115100,57550,74815,92080,0,0,0,1704030
2690,17,4,31,0,5,103370,51690,134380,82700,165390,113710,3,10,"PLASTIA DE TRAQUEA Y/O BRONQUIOS C/S RESECCION, C/S         ",434820,217410,565270,347860,695710,478300,299876,389842,479800,74969,97460,119950,59975,77968,95960,0,0,0,1704031
2692,17,4,32,0,5,77500,38750,100750,62000,124000,85250,3,11,TRATAMIENTO QUIRURGICO FISTULA BRONQUIAL POR TORACOTOMIA    ,285990,143000,371790,228800,457580,314590,197234,256407,315573,49309,64102,78893,39447,51281,63114,0,0,0,1704032
2693,17,4,33,0,5,109380,54690,142190,87500,175010,120320,3,9,"TUMORES TRAQUEALES, EXTIRPACION                             ",460150,230080,598200,368130,736240,506170,317345,412552,507752,79336,103138,126938,63469,82510,101550,0,0,0,1704033
2695,17,4,34,0,5,51660,25830,67160,41330,82660,56830,2,10,"ABSCESO PULMONAR, DRENAJE POR TORACOTOMIA                   ",173660,86830,225760,138930,277860,191030,138928,180608,222288,34732,45152,55572,0,0,0,0,0,0,1704034
2696,17,4,35,0,5,53260,26630,69240,42610,85220,58590,2,9,BIOPSIA PULMONAR POR TORACOTOMIA                            ,179030,89520,232740,143230,286450,196940,143224,186192,229160,35806,46548,57290,0,0,0,0,0,0,1704035
2697,17,4,36,0,5,56070,28040,72890,44860,89710,61680,2,9,"BULAS, TRAT. QUIR.                                          ",188510,94260,245060,150810,301620,207370,150808,196048,241296,37702,49012,60324,0,0,0,0,0,0,1704036
2698,17,4,37,0,5,90370,45190,117480,72300,144590,99410,2,11,CIRUGIA DE QUISTE HIDATIDICO SIN RESECCION PULMONAR         ,345830,172920,449580,276670,553330,380420,276664,359664,442664,69166,89916,110666,0,0,0,0,0,0,1704037
2699,17,4,38,0,5,51660,25830,67160,41330,82660,56830,2,9,"CUERPO EXTRAÑO INTRAPULMONAR, EXTIRP. QUIR.                 ",210160,105080,273210,168130,336260,231180,168128,218568,269008,42032,54642,67252,0,0,0,0,0,0,1704038
2700,17,4,39,0,5,51660,25830,67160,41330,82660,56830,2,8,"HERIDAS DE PULMON, TRAT. QUIR. (PROC. AUT.)                 ",180920,90460,235200,144740,289470,199010,144736,188160,231576,36184,47040,57894,0,0,0,0,0,0,1704039
2701,17,4,40,0,5,98100,49050,127530,78480,156960,107910,3,11,LOBECTOMIA O BILOBECTOMIA                                   ,375410,187710,488030,300330,600660,412960,258903,336573,414248,64726,84143,103562,51781,67314,82850,0,0,0,1704040
2702,17,4,41,0,5,92700,46350,120510,74160,148320,101970,3,11,"METASTASIS BILATERAL PULMON, TRAT. QUIR. POR ESTERNOTOMIA   ",354750,177380,461180,283810,567600,390230,244655,318055,391448,61164,79514,97862,48931,63611,78290,0,0,0,1704041
2703,17,4,42,0,5,68300,34150,88790,54640,109280,75130,2,10,METASTASIS UNILATERAL PULMON                                ,239410,119710,311230,191530,383060,263360,191528,248984,306448,47882,62246,76612,0,0,0,0,0,0,1704042
2704,17,4,43,0,5,106560,53280,138530,85250,170500,117220,3,11,NEUMONECTOMIA C/S RESECCION DE PARED COSTAL                 ,448280,224140,582760,358620,717250,493110,309158,401903,494655,77290,100476,123664,61832,80381,98931,0,0,0,1704043
2705,17,4,45,0,5,68300,34150,88790,54640,109280,75130,2,10,QUISTECTOMIA SIMPLE DE PULMON                               ,239410,119710,311230,191530,383060,263360,191528,248984,306448,47882,62246,76612,0,0,0,0,0,0,1704045
2706,17,4,46,0,5,84150,42080,109400,67330,134640,92570,3,10,RESECCIONES SEGMENTARIAS ANATOMICAS DE PULMON               ,326270,163140,424150,261020,522030,358900,225014,292518,360021,56253,73129,90005,45003,58503,72004,0,0,0,1704046
2709,17,4,47,0,5,38700,19350,50310,30960,61920,42570,2,6,EXTRACCION CUERPO EXTRAÑO ESOFAGICO POR VIA CERVICAL        ,135700,67850,176410,108560,217120,149270,108560,141128,173696,27140,35282,43424,0,0,0,0,0,0,1704047
2710,17,4,48,0,5,51660,25830,67160,41330,82660,56830,3,9,"CUERPO EXTRAÑO ESOFAGICO, EXTRACCION POR ESOFAGOTOMIA, VIA  ",217430,108720,282660,173950,347890,239180,149952,194938,239924,37488,48734,59981,29990,38988,47985,0,0,0,1704048
2712,17,4,49,0,5,40960,20480,53250,32770,65540,45060,2,6,ESOFAGOSTOMIA CERVICAL (PROC. AUT.)                         ,143610,71810,186690,114890,229780,157980,114888,149352,183824,28722,37338,45956,0,0,0,0,0,0,1704049
2714,17,4,50,0,5,38700,19350,50310,30960,61920,42570,2,9,"TUMORES BENIGNOS Y/O QUISTES ESOFAGICOS,  TRAT. QUIR., VIA  ",131390,65700,170810,105120,210220,144530,105112,136648,168176,26278,34162,42044,0,0,0,0,0,0,1704050
2716,17,4,51,0,5,50330,25170,65430,40270,80530,55370,3,9,TRATAMIENTO QUIRURGICO DE TUMORES ESOFAGICOS BENIGNOS Y/O   ,211820,105910,275370,169460,338910,233000,146082,189910,233731,36521,47478,58433,29217,37982,46746,0,0,0,1704051
2719,17,4,52,0,5,38700,19350,50310,30960,61920,42570,2,8,"DIVERTICULOS ESOFAGICOS, TRAT. QUIR., VIA CERVICAL          ",131390,65700,170810,105120,210220,144530,105112,136648,168176,26278,34162,42044,0,0,0,0,0,0,1704052
2720,17,4,53,0,5,54670,27340,71070,43740,87470,60140,3,8,"DIVERTICULOS ESOFAGICOS, TRAT. QUIR., VIA TORACICA          ",230100,115050,299130,184080,368160,253110,158690,206297,253903,39672,51574,63476,31738,41259,50781,0,0,0,1704053
2721,17,4,54,0,5,68300,34150,88790,54640,109280,75130,3,8,"ACHALASIA, TRAT. QUIR.                                      ",277970,138990,361360,222380,444750,305770,191703,249214,306724,47926,62303,76681,38341,49843,61345,0,0,0,1704054
2722,17,4,55,0,5,82020,41010,106630,65620,131230,90220,3,12,"ATRESIA ESOFAGICA, TRAT. QUIR.                              ",387530,193770,503790,310030,620050,426290,267262,347442,427621,66816,86860,106905,53452,69488,85524,0,0,0,1704055
2723,17,4,56,0,5,109380,54690,142190,87500,175010,120320,3,12,ESOFAGECTOMIA CON RESTITUCION DEL TRANSITO MEDIANTE         ,506460,253230,658400,405170,810340,557110,349282,454069,558855,87321,113517,139714,69857,90814,111771,0,0,0,1704056
